
[00:00:00.000 --> 00:00:29.980]   . . . .
[00:55:20.580 --> 00:55:21.580]   God is gracious near the Lord I retreat
[00:55:21.580 --> 00:55:22.580]   God is gracious near the Lord I retreat
[00:55:22.580 --> 00:55:23.580]   God is gracious near the Lord I retreat
[00:55:23.580 --> 00:55:25.580]   God is gracious near the Lord I retreat
[00:55:25.580 --> 00:55:26.580]   God is gracious near the Lord I retreat
[00:55:26.580 --> 00:55:28.580]   God is gracious near the Lord I retreat
[00:55:28.580 --> 00:55:29.580]   God is gracious near the Lord I retreat
[00:55:29.580 --> 00:55:30.580]   God is gracious near the Lord I retreat
[00:55:30.580 --> 00:55:31.580]   God is gracious near the Lord I retreat
[00:55:31.580 --> 00:55:32.580]   God is gracious near the Lord I retreat
[00:55:32.580 --> 00:55:33.580]   God is gracious near the Lord I retreat
[00:55:33.580 --> 00:55:34.580]   God is gracious near the Lord I retreat
[00:55:34.580 --> 00:55:35.580]   God is gracious near the Lord I retreat
[00:55:35.580 --> 00:55:36.580]   God is gracious near the Lord I retreat
[00:55:36.580 --> 00:55:37.580]   God is gracious near the Lord I retreat
[00:55:37.580 --> 00:55:38.580]   God is gracious near the Lord I retreat
[00:55:38.580 --> 00:55:39.580]   God is gracious near the Lord I retreat
[00:55:39.580 --> 00:55:40.580]   God is gracious near the Lord I retreat
[00:55:40.580 --> 00:55:41.580]   God is gracious near the Lord I retreat
[00:55:41.580 --> 00:55:42.580]   God is gracious near the Lord I retreat
[00:55:42.580 --> 00:55:43.580]   God is gracious near the Lord I retreat
[00:55:43.580 --> 00:55:44.580]   God is gracious near the Lord I retreat
[00:55:44.580 --> 00:55:45.580]   God is gracious near the Lord I retreat
[00:55:45.580 --> 00:55:46.580]   God is gracious near the Lord I retreat
[00:55:46.580 --> 00:55:48.580]   God is gracious near the Lord I retreat
[00:55:48.580 --> 00:55:49.580]   God is gracious near the Lord I retreat
[00:55:49.580 --> 00:55:51.580]   God is gracious near the Lord I retreat
[00:55:51.580 --> 00:55:53.580]   God is gracious near the Lord I retreat
[00:55:53.580 --> 00:55:54.580]   God is gracious near the Lord I retreat
[00:55:54.580 --> 00:55:55.580]   God is gracious near the Lord I retreat
[00:55:55.580 --> 00:55:56.580]   God is gracious near the Lord I retreat
[00:55:56.580 --> 00:55:57.580]   God is gracious near the Lord I retreat
[00:55:57.580 --> 00:55:58.580]   God is gracious near the Lord I retreat
[00:55:58.580 --> 00:55:59.580]   God is gracious near the Lord I retreat
[00:55:59.580 --> 00:56:00.580]   God is gracious near the Lord I retreat
[00:56:00.580 --> 00:56:01.580]   God is gracious near the Lord I retreat
[00:56:01.580 --> 00:56:02.580]   God is gracious near the Lord I retreat
[00:56:02.580 --> 00:56:03.580]   God is gracious near the Lord I retreat
[00:56:03.580 --> 00:56:04.580]   God is gracious near the Lord I retreat
[00:56:04.580 --> 00:56:05.580]   God is gracious near the Lord I retreat
[00:56:05.580 --> 00:56:06.580]   God is gracious near the Lord I retreat
[00:56:06.580 --> 00:56:07.580]   God is gracious near the Lord I retreat
[00:56:07.580 --> 00:56:08.580]   God is gracious near the Lord I retreat
[00:56:08.580 --> 00:56:09.580]   God is gracious near the Lord I retreat
[00:56:09.580 --> 00:56:10.580]   God is gracious near the Lord I retreat
[00:56:10.580 --> 00:56:12.580]   God is gracious near the Lord I retreat
[00:56:12.580 --> 00:56:14.580]   God is gracious near the Lord I retreat
[00:56:14.580 --> 00:56:16.580]   God is gracious near the Lord I retreat
[00:56:16.580 --> 00:56:17.580]   God is gracious near the Lord I retreat
[00:56:17.580 --> 00:56:18.580]   God is gracious near the Lord I retreat
[00:56:18.580 --> 00:56:19.580]   God is gracious near the Lord I retreat
[00:56:19.580 --> 00:56:20.580]   God is gracious near the Lord I retreat
[00:56:20.580 --> 00:56:21.580]   God is gracious near the Lord I retreat
[00:56:21.580 --> 00:56:22.580]   God is gracious near the Lord I retreat
[00:56:22.580 --> 00:56:23.580]   God is gracious near the Lord I retreat
[00:56:23.580 --> 00:56:24.580]   God is gracious near the Lord I retreat
[00:56:24.580 --> 00:56:25.580]   God is gracious near the Lord I retreat
[00:56:25.580 --> 00:56:26.580]   God is gracious near the Lord I retreat
[00:56:26.580 --> 00:56:27.580]   God is gracious near the Lord I retreat
[00:56:27.580 --> 00:56:28.580]   God is gracious near the Lord I retreat
[00:56:28.580 --> 00:56:29.580]   God is gracious near the Lord I retreat
[00:56:29.580 --> 00:56:30.580]   God is gracious near the Lord I retreat
[00:56:30.580 --> 00:56:31.580]   God is gracious near the Lord I retreat
[00:56:31.580 --> 00:56:32.580]   God is gracious near the Lord I retreat
[00:56:32.580 --> 00:56:34.580]   God is gracious near the Lord I retreat
[00:56:34.580 --> 00:56:35.580]   God is gracious near the Lord I retreat
[00:56:35.580 --> 00:56:37.580]   God is gracious near the Lord I retreat
[00:56:37.580 --> 00:56:39.580]   God is gracious near the Lord I retreat
[00:56:39.580 --> 00:56:40.580]   God is gracious near the Lord I retreat
[00:56:40.580 --> 00:56:41.580]   God is gracious near the Lord I retreat
[00:56:41.580 --> 00:56:42.580]   God is gracious near the Lord I retreat
[00:56:42.580 --> 00:56:43.580]   God is gracious near the Lord I retreat
[00:56:43.580 --> 00:56:44.580]   God is gracious near the Lord I retreat
[00:56:44.580 --> 00:56:45.580]   God is gracious near the Lord I retreat
[00:56:45.580 --> 00:56:46.580]   God is gracious near the Lord I retreat
[00:56:46.580 --> 00:56:47.580]   God is gracious near the Lord I retreat
[00:56:47.580 --> 00:56:48.580]   God is gracious near the Lord I retreat
[00:56:48.580 --> 00:56:49.580]   God is gracious near the Lord I retreat
[00:56:49.580 --> 00:56:50.580]   God is gracious near the Lord I retreat
[00:56:50.580 --> 00:56:51.580]   God is gracious near the Lord I retreat
[00:56:51.580 --> 00:56:52.580]   God is gracious near the Lord I retreat
[00:56:52.580 --> 00:56:53.580]   God is gracious near the Lord I retreat
[00:56:53.580 --> 00:56:54.580]   God is gracious near the Lord I retreat
[00:56:54.580 --> 00:56:55.580]   God is gracious near the Lord I retreat
[00:56:55.580 --> 00:56:57.580]   God is gracious near the Lord I retreat
[00:56:57.580 --> 00:56:58.580]   God is gracious near the Lord I retreat
[00:56:58.580 --> 00:57:00.580]   God is gracious near the Lord I retreat
[00:57:00.580 --> 00:57:01.580]   God is gracious near the Lord I retreat
[00:57:01.580 --> 00:57:02.580]   God is gracious near the Lord I retreat
[00:57:02.580 --> 00:57:03.580]   God is gracious near the Lord I retreat
[00:57:03.580 --> 00:57:04.580]   God is gracious near the Lord I retreat
[00:57:04.580 --> 00:57:05.580]   God is gracious near the Lord I retreat
[00:57:05.580 --> 00:57:06.580]   God is gracious near the Lord I retreat
[00:57:06.580 --> 00:57:07.580]   God is gracious near the Lord I retreat
[00:57:07.580 --> 00:57:08.580]   God is gracious near the Lord I retreat
[00:57:08.580 --> 00:57:09.580]   God is gracious near the Lord I retreat
[00:57:09.580 --> 00:57:10.580]   God is gracious near the Lord I retreat
[00:57:10.580 --> 00:57:11.580]   God is gracious near the Lord I retreat
[00:57:11.580 --> 00:57:12.580]   God is gracious near the Lord I retreat
[00:57:12.580 --> 00:57:13.580]   God is gracious near the Lord I retreat
[00:57:13.580 --> 00:57:14.580]   God is gracious near the Lord I retreat
[00:57:14.580 --> 00:57:15.580]   God is gracious near the Lord I retreat
[00:57:15.580 --> 00:57:16.580]   God is gracious near the Lord I retreat
[00:57:16.580 --> 00:57:17.580]   God is gracious near the Lord I retreat
[00:57:17.580 --> 00:57:18.580]   God is gracious near the Lord I retreat
[00:57:18.580 --> 00:57:20.580]   God is gracious near the Lord I retreat
[00:57:20.580 --> 00:57:21.580]   God is gracious near the Lord I retreat
[00:57:21.580 --> 00:57:23.580]   God is gracious near the Lord I retreat
[00:57:23.580 --> 00:57:24.580]   God is gracious near the Lord I retreat
[00:57:24.580 --> 00:57:25.580]   God is gracious near the Lord I retreat
[00:57:25.580 --> 00:57:26.580]   God is gracious near the Lord I retreat
[00:57:26.580 --> 00:57:27.580]   God is gracious near the Lord I retreat
[00:57:27.580 --> 00:57:28.580]   God is gracious near the Lord I retreat
[00:57:28.580 --> 00:57:29.580]   God is gracious near the Lord I retreat
[00:57:29.580 --> 00:57:30.580]   God is gracious near the Lord I retreat
[00:57:30.580 --> 00:57:31.580]   God is gracious near the Lord I retreat
[00:57:31.580 --> 00:57:32.580]   God is gracious near the Lord I retreat
[00:57:32.580 --> 00:57:33.580]   God is gracious near the Lord I retreat
[00:57:33.580 --> 00:57:34.580]   God is gracious near the Lord I retreat
[00:57:34.580 --> 00:57:35.580]   God is gracious near the Lord I retreat
[00:57:35.580 --> 00:57:36.580]   God is gracious near the Lord I retreat
[00:57:36.580 --> 00:57:37.580]   God is gracious near the Lord I retreat
[00:57:37.580 --> 00:57:38.580]   God is gracious near the Lord I retreat
[00:57:38.580 --> 00:57:39.580]   God is gracious near the Lord I retreat
[00:57:39.580 --> 00:57:40.580]   God is gracious near the Lord I retreat
[00:57:40.580 --> 00:57:41.580]   God is gracious near the Lord I retreat
[00:57:41.580 --> 00:57:43.580]   God is gracious near the Lord I retreat
[00:57:43.580 --> 00:57:44.580]   God is gracious near the Lord I retreat
[00:57:44.580 --> 00:57:46.580]   God is gracious near the Lord I retreat
[00:57:46.580 --> 00:57:48.580]   God is gracious near the Lord I retreat
[00:57:48.580 --> 00:57:49.580]   God is gracious near the Lord I retreat
[00:57:49.580 --> 00:57:50.580]   God is gracious near the Lord I retreat
[00:57:50.580 --> 00:57:51.580]   God is gracious near the Lord I retreat
[00:57:51.580 --> 00:57:52.580]   God is gracious near the Lord I retreat
[00:57:52.580 --> 00:57:53.580]   God is gracious near the Lord I retreat
[00:57:53.580 --> 00:57:54.580]   God is gracious near the Lord I retreat
[00:57:54.580 --> 00:57:55.580]   God is gracious near the Lord I retreat
[00:57:55.580 --> 00:57:56.580]   God is gracious near the Lord I retreat
[00:57:56.580 --> 00:57:57.580]   God is gracious near the Lord I retreat
[00:57:57.580 --> 00:57:58.580]   God is gracious near the Lord I retreat
[00:57:58.580 --> 00:57:59.580]   God is gracious near the Lord I retreat
[00:57:59.580 --> 00:58:00.580]   God is gracious near the Lord I retreat
[00:58:00.580 --> 00:58:01.580]   God is gracious near the Lord I retreat
[00:58:01.580 --> 00:58:02.580]   God is gracious near the Lord I retreat
[00:58:02.580 --> 00:58:03.580]   God is gracious near the Lord I retreat
[00:58:03.580 --> 00:58:04.580]   God is gracious near the Lord I retreat
[00:58:04.580 --> 00:58:05.580]   God is gracious near the Lord I retreat
[00:58:05.580 --> 00:58:06.580]   God is gracious near the Lord I retreat
[00:58:06.580 --> 00:58:07.580]   God is gracious near the Lord I retreat
[00:58:07.580 --> 00:58:09.580]   God is gracious near the Lord I retreat
[00:58:09.580 --> 00:58:10.580]   God is gracious near the Lord I retreat
[00:58:10.580 --> 00:58:11.580]   God is gracious near the Lord I retreat
[00:58:11.580 --> 00:58:12.580]   God is gracious near the Lord I retreat
[00:58:12.580 --> 00:58:13.580]   God is gracious near the Lord I retreat
[00:58:13.580 --> 00:58:14.580]   God is gracious near the Lord I retreat
[00:58:14.580 --> 00:58:15.580]   God is gracious near the Lord I retreat
[00:58:15.580 --> 00:58:16.580]   God is gracious near the Lord I retreat
[00:58:16.580 --> 00:58:17.580]   God is gracious near the Lord I retreat
[00:58:17.580 --> 00:58:18.580]   God is gracious near the Lord I retreat
[00:58:18.580 --> 00:58:19.580]   God is gracious near the Lord I retreat
[00:58:19.580 --> 00:58:20.580]   God is gracious near the Lord I retreat
[00:58:20.580 --> 00:58:21.580]   God is gracious near the Lord I retreat
[00:58:21.580 --> 00:58:22.580]   God is gracious near the Lord I retreat
[00:58:22.580 --> 00:58:23.580]   God is gracious near the Lord I retreat
[00:58:23.580 --> 00:58:24.580]   God is gracious near the Lord I retreat
[00:58:24.580 --> 00:58:25.580]   God is gracious near the Lord I retreat
[00:58:25.580 --> 00:58:26.580]   God is gracious near the Lord I retreat
[00:58:26.580 --> 00:58:28.580]   God is gracious near the Lord I retreat
[00:58:28.580 --> 00:58:29.580]   God is gracious near the Lord I retreat
[00:58:29.580 --> 00:58:30.580]   God is gracious near the Lord I retreat
[00:58:30.580 --> 00:58:31.580]   God is gracious near the Lord I retreat
[00:58:31.580 --> 00:58:33.580]   God is gracious near the Lord I retreat
[00:58:33.580 --> 00:58:34.580]   God is gracious near the Lord I retreat
[00:58:34.580 --> 00:58:35.580]   God is gracious near the Lord I retreat
[00:58:35.580 --> 00:58:36.580]   God is gracious near the Lord I retreat
[00:58:36.580 --> 00:58:37.580]   God is gracious near the Lord I retreat
[00:58:37.580 --> 00:58:38.580]   God is gracious near the Lord I retreat
[00:58:38.580 --> 00:58:39.580]   God is gracious near the Lord I retreat
[00:58:39.580 --> 00:58:40.580]   God is gracious near the Lord I retreat
[00:58:40.580 --> 00:58:41.580]   God is gracious near the Lord I retreat
[00:58:41.580 --> 00:58:42.580]   God is gracious near the Lord I retreat
[00:58:42.580 --> 00:58:43.580]   God is gracious near the Lord I retreat
[00:58:43.580 --> 00:58:44.580]   God is gracious near the Lord I retreat
[00:58:44.580 --> 00:58:45.580]   God is gracious near the Lord I retreat
[00:58:45.580 --> 00:58:46.580]   God is gracious near the Lord I retreat
[00:58:46.580 --> 00:58:47.580]   God is gracious near the Lord I retreat
[00:58:47.580 --> 00:58:48.580]   God is gracious near the Lord I retreat
[00:58:48.580 --> 00:58:49.580]   God is gracious near the Lord I retreat
[00:58:49.580 --> 00:58:51.580]   God is gracious near the Lord I retreat
[00:58:51.580 --> 00:58:52.580]   God is gracious near the Lord I retreat
[00:58:52.580 --> 00:58:54.580]   God is gracious near the Lord I retreat
[00:58:54.580 --> 00:58:56.580]   God is gracious near the Lord I retreat
[00:58:56.580 --> 00:58:57.580]   God is gracious near the Lord I retreat
[00:58:57.580 --> 00:58:58.580]   God is gracious near the Lord I retreat
[00:58:58.580 --> 00:58:59.580]   God is gracious near the Lord I retreat
[00:58:59.580 --> 00:59:00.580]   God is gracious near the Lord I retreat
[00:59:00.580 --> 00:59:01.580]   God is gracious near the Lord I retreat
[00:59:01.580 --> 00:59:02.580]   God is gracious near the Lord I retreat
[00:59:02.580 --> 00:59:03.580]   God is gracious near the Lord I retreat
[00:59:03.580 --> 00:59:04.580]   God is gracious near the Lord I retreat
[00:59:04.580 --> 00:59:05.580]   God is gracious near the Lord I retreat
[00:59:05.580 --> 00:59:06.580]   God is gracious near the Lord I retreat
[00:59:06.580 --> 00:59:07.580]   God is gracious near the Lord I retreat
[00:59:07.580 --> 00:59:08.580]   God is gracious near the Lord I retreat
[00:59:08.580 --> 00:59:09.580]   God is gracious near the Lord I retreat
[00:59:09.580 --> 00:59:10.580]   God is gracious near the Lord I retreat
[00:59:10.580 --> 00:59:11.580]   God is gracious near the Lord I retreat
[00:59:11.580 --> 00:59:12.580]   God is gracious near the Lord I retreat
[00:59:12.580 --> 00:59:14.580]   God is gracious near the Lord I retreat
[00:59:14.580 --> 00:59:15.580]   God is gracious near the Lord I retreat
[00:59:15.580 --> 00:59:16.580]   God is gracious near the Lord I retreat
[00:59:16.580 --> 00:59:17.580]   God is gracious near the Lord I retreat
[00:59:17.580 --> 00:59:18.580]   God is gracious near the Lord I retreat
[00:59:18.580 --> 00:59:19.580]   God is gracious near the Lord I retreat
[00:59:19.580 --> 00:59:20.580]   God is gracious near the Lord I retreat
[00:59:20.580 --> 00:59:21.580]   God is gracious near the Lord I retreat
[00:59:21.580 --> 00:59:22.580]   God is gracious near the Lord I retreat
[00:59:22.580 --> 00:59:23.580]   God is gracious near the Lord I retreat
[00:59:23.580 --> 00:59:24.580]   God is gracious near the Lord I retreat
[00:59:24.580 --> 00:59:25.580]   God is gracious near the Lord I retreat
[00:59:25.580 --> 00:59:26.580]   God is gracious near the Lord I retreat
