
[00:00:00.000 --> 00:00:00.540]   Let's try.
[00:59:07.260 --> 00:59:08.260]   There's no other group to put her in.
[00:59:08.260 --> 00:59:09.260]   There's no other group to put her in.
[00:59:09.260 --> 00:59:10.260]   There's no other group to put her in.
[00:59:10.260 --> 00:59:11.260]   There's no other group to put her in.
[00:59:11.260 --> 00:59:12.260]   There's no other group to put her in.
[00:59:12.260 --> 00:59:13.260]   There's no other group to put her in.
[00:59:13.260 --> 00:59:14.260]   There's no other group to put her in.
[00:59:14.260 --> 00:59:15.260]   There's no other group to put her in.
[00:59:15.260 --> 00:59:16.260]   There's no other group to put her in.
[00:59:16.260 --> 00:59:17.260]   There's no other group to put her in.
[00:59:17.260 --> 00:59:22.260]   There's no other group to put her in.
[00:59:22.260 --> 00:59:23.260]   There's no other group to put her in.
[00:59:23.260 --> 00:59:25.260]   There's no other group to put her in.
[00:59:25.260 --> 00:59:26.260]   There's no other group to put her in.
[00:59:26.260 --> 00:59:27.260]   There's no other group to put her in.
[00:59:27.260 --> 00:59:28.260]   There's no other group to put her in.
[00:59:28.260 --> 00:59:29.260]   There's no other group to put her in.
[00:59:29.260 --> 00:59:30.260]   There's no other group to put her in.
[00:59:30.260 --> 00:59:31.260]   There's no other group to put her in.
[00:59:31.260 --> 00:59:32.260]   There's no other group to put her in.
[00:59:32.260 --> 00:59:33.260]   There's no other group to put her in.
[00:59:33.260 --> 00:59:34.260]   There's no other group to put her in.
[00:59:34.260 --> 00:59:35.260]   There's no other group to put her in.
[00:59:35.260 --> 00:59:36.260]   There's no other group to put her in.
[00:59:36.260 --> 00:59:37.260]   There's no other group to put her in.
[00:59:37.260 --> 00:59:38.260]   There's no other group to put her in.
[00:59:38.260 --> 00:59:39.260]   There's no other group to put her in.
[00:59:39.260 --> 00:59:40.260]   There's no other group to put her in.
[00:59:40.260 --> 00:59:41.260]   There's no other group to put her in.
[00:59:41.260 --> 00:59:42.260]   There's no other group to put her in.
[00:59:42.260 --> 00:59:43.260]   There's no other group to put her in.
[00:59:43.260 --> 00:59:44.260]   There's no other group to put her in.
[00:59:44.260 --> 00:59:45.260]   There's no other group to put her in.
[00:59:45.260 --> 00:59:46.260]   There's no other group to put her in.
[00:59:46.260 --> 00:59:47.260]   There's no other group to put her in.
[00:59:47.260 --> 00:59:48.260]   There's no other group to put her in.
[00:59:48.260 --> 00:59:49.260]   There's no other group to put her in.
[00:59:49.260 --> 00:59:50.260]   There's no other group to put her in.
[00:59:50.260 --> 00:59:51.260]   There's no other group to put her in.
[00:59:51.260 --> 00:59:52.260]   There's no other group to put her in.
[00:59:52.260 --> 00:59:53.260]   There's no other group to put her in.
[00:59:53.260 --> 00:59:54.260]   There's no other group to put her in.
[00:59:54.260 --> 00:59:55.260]   There's no other group to put her in.
[00:59:55.260 --> 00:59:56.260]   There's no other group to put her in.
[00:59:56.260 --> 00:59:57.260]   There's no other group to put her in.
[00:59:57.260 --> 00:59:58.260]   There's no other group to put her in.
[00:59:58.260 --> 01:00:14.260]   There's no other group to put her in.
[01:00:14.260 --> 01:00:17.260]   There's no other group to put her in.
[01:00:17.260 --> 01:00:19.260]   There's no other group to put her in.
[01:00:19.260 --> 01:00:21.260]   There's no other group to put her in.
[01:00:21.260 --> 01:00:23.260]   There's no other group to put her in.
[01:00:23.260 --> 01:00:25.260]   There's no other group to put her in.
[01:00:25.260 --> 01:00:26.260]   There's no other group to put her in.
[01:00:26.260 --> 01:00:27.260]   There's no other group to put her in.
[01:00:27.260 --> 01:00:28.260]   There's no other group to put her in.
[01:00:28.260 --> 01:00:29.260]   There's no other group to put her in.
[01:00:29.260 --> 01:00:30.260]   There's no other group to put her in.
[01:00:30.260 --> 01:00:31.260]   There's no other group to put her in.
[01:00:31.260 --> 01:00:32.260]   There's no other group to put her in.
[01:00:32.260 --> 01:00:33.260]   There's no other group to put her in.
[01:00:33.260 --> 01:00:34.260]   There's no other group to put her in.
[01:00:34.260 --> 01:00:35.260]   There's no other group to put her in.
[01:00:35.260 --> 01:00:36.260]   There's no other group to put her in.
[01:00:36.260 --> 01:00:37.260]   There's no other group to put her in.
[01:00:37.260 --> 01:00:38.260]   There's no other group to put her in.
[01:00:38.260 --> 01:00:39.260]   There's no other group to put her in.
[01:00:39.260 --> 01:00:40.260]   There's no other group to put her in.
[01:00:40.260 --> 01:00:41.260]   There's no other group to put her in.
[01:00:41.260 --> 01:00:42.260]   There's no other group to put her in.
[01:00:42.260 --> 01:00:43.260]   There's no other group to put her in.
[01:00:43.260 --> 01:00:45.260]   There's no other group to put her in.
[01:00:45.260 --> 01:00:46.260]   There's no other group to put her in.
[01:00:46.260 --> 01:00:47.260]   There's no other group to put her in.
[01:00:47.260 --> 01:00:48.260]   There's no other group to put her in.
[01:00:48.260 --> 01:00:49.260]   There's no other group to put her in.
[01:00:49.260 --> 01:00:50.260]   There's no other group to put her in.
[01:00:50.260 --> 01:00:51.260]   There's no other group to put her in.
[01:00:51.260 --> 01:00:52.260]   There's no other group to put her in.
[01:00:52.260 --> 01:00:53.260]   There's no other group to put her in.
[01:00:53.260 --> 01:00:54.260]   There's no other group to put her in.
[01:00:54.260 --> 01:00:55.260]   There's no other group to put her in.
[01:00:55.260 --> 01:00:56.260]   There's no other group to put her in.
[01:00:56.260 --> 01:00:57.260]   There's no other group to put her in.
[01:00:57.260 --> 01:00:58.260]   There's no other group to put her in.
[01:00:58.260 --> 01:00:59.260]   There's no other group to put her in.
[01:00:59.260 --> 01:01:00.260]   There's no other group to put her in.
[01:01:00.260 --> 01:01:02.260]   There's no other group to put her in.
[01:01:02.260 --> 01:01:03.260]   There's no other group to put her in.
[01:01:03.260 --> 01:01:04.260]   There's no other group to put her in.
[01:01:04.260 --> 01:01:05.260]   There's no other group to put her in.
[01:01:05.260 --> 01:01:06.260]   There's no other group to put her in.
[01:01:06.260 --> 01:01:07.260]   There's no other group to put her in.
[01:01:07.260 --> 01:01:08.260]   There's no other group to put her in.
[01:01:08.260 --> 01:01:09.260]   There's no other group to put her in.
[01:01:09.260 --> 01:01:10.260]   There's no other group to put her in.
[01:01:10.260 --> 01:01:11.260]   There's no other group to put her in.
[01:01:11.260 --> 01:01:12.260]   There's no other group to put her in.
[01:01:12.260 --> 01:01:13.260]   There's no other group to put her in.
[01:01:13.260 --> 01:01:14.260]   There's no other group to put her in.
[01:01:14.260 --> 01:01:15.260]   There's no other group to put her in.
[01:01:15.260 --> 01:01:16.260]   There's no other group to put her in.
[01:01:16.260 --> 01:01:17.260]   There's no other group to put her in.
[01:01:17.260 --> 01:01:18.260]   There's no other group to put her in.
[01:01:18.260 --> 01:01:19.260]   There's no other group to put her in.
[01:01:19.260 --> 01:01:20.260]   There's no other group to put her in.
[01:01:20.260 --> 01:01:21.260]   There's no other group to put her in.
[01:01:21.260 --> 01:01:22.260]   There's no other group to put her in.
[01:01:22.260 --> 01:01:23.260]   There's no other group to put her in.
[01:01:23.260 --> 01:01:24.260]   There's no other group to put her in.
[01:01:24.260 --> 01:01:25.260]   There's no other group to put her in.
[01:01:25.260 --> 01:01:26.260]   There's no other group to put her in.
[01:01:26.260 --> 01:01:27.260]   There's no other group to put her in.
[01:01:27.260 --> 01:01:28.260]   There's no other group to put her in.
[01:01:28.260 --> 01:01:29.260]   There's no other group to put her in.
[01:01:29.260 --> 01:01:30.260]   There's no other group to put her in.
[01:01:30.260 --> 01:01:31.260]   There's no other group to put her in.
[01:01:31.260 --> 01:01:32.260]   There's no other group to put her in.
[01:01:32.260 --> 01:01:33.260]   There's no other group to put her in.
[01:01:33.260 --> 01:01:34.260]   There's no other group to put her in.
[01:01:34.260 --> 01:01:35.260]   There's no other group to put her in.
[01:01:35.260 --> 01:01:36.260]   There's no other group to put her in.
[01:01:36.260 --> 01:01:37.260]   There's no other group to put her in.
[01:01:37.260 --> 01:01:39.260]   There's no other group to put her in.
[01:01:39.260 --> 01:01:40.260]   There's no other group to put her in.
[01:01:40.260 --> 01:01:41.260]   There's no other group to put her in.
[01:01:41.260 --> 01:01:42.260]   There's no other group to put her in.
[01:01:42.260 --> 01:01:43.260]   There's no other group to put her in.
[01:01:43.260 --> 01:01:44.260]   There's no other group to put her in.
[01:01:44.260 --> 01:01:45.260]   There's no other group to put her in.
[01:01:45.260 --> 01:01:46.260]   There's no other group to put her in.
[01:01:46.260 --> 01:01:47.260]   There's no other group to put her in.
[01:01:47.260 --> 01:01:48.260]   There's no other group to put her in.
[01:01:48.260 --> 01:01:49.260]   There's no other group to put her in.
[01:01:49.260 --> 01:01:50.260]   There's no other group to put her in.
[01:01:50.260 --> 01:01:51.260]   There's no other group to put her in.
[01:01:51.260 --> 01:01:52.260]   There's no other group to put her in.
[01:01:52.260 --> 01:01:53.260]   There's no other group to put her in.
[01:01:53.260 --> 01:01:54.260]   There's no other group to put her in.
[01:01:54.260 --> 01:01:56.260]   There's no other group to put her in.
[01:01:56.260 --> 01:01:57.260]   There's no other group to put her in.
[01:01:57.260 --> 01:01:59.260]   There's no other group to put her in.
[01:01:59.260 --> 01:02:00.260]   There's no other group to put her in.
[01:02:00.260 --> 01:02:01.260]   There's no other group to put her in.
[01:02:01.260 --> 01:02:02.260]   There's no other group to put her in.
[01:02:02.260 --> 01:02:03.260]   There's no other group to put her in.
[01:02:03.260 --> 01:02:04.260]   There's no other group to put her in.
[01:02:04.260 --> 01:02:05.260]   There's no other group to put her in.
[01:02:05.260 --> 01:02:06.260]   There's no other group to put her in.
[01:02:06.260 --> 01:02:07.260]   There's no other group to put her in.
[01:02:07.260 --> 01:02:08.260]   There's no other group to put her in.
[01:02:08.260 --> 01:02:09.260]   There's no other group to put her in.
[01:02:09.260 --> 01:02:10.260]   There's no other group to put her in.
[01:02:10.260 --> 01:02:11.260]   There's no other group to put her in.
[01:02:11.260 --> 01:02:12.260]   There's no other group to put her in.
[01:02:12.260 --> 01:02:13.260]   There's no other group to put her in.
[01:02:13.260 --> 01:02:14.260]   There's no other group to put her in.
[01:02:14.260 --> 01:02:15.260]   There's no other group to put her in.
[01:02:15.260 --> 01:02:16.260]   There's no other group to put her in.
[01:02:16.260 --> 01:02:20.260]   There's no other group to put her in.
[01:02:20.260 --> 01:02:21.260]   There's no other group to put her in.
[01:02:21.260 --> 01:02:22.260]   There's no other group to put her in.
[01:02:22.260 --> 01:02:23.260]   There's no other group to put her in.
[01:02:23.260 --> 01:02:24.260]   There's no other group to put her in.
[01:02:24.260 --> 01:02:25.260]   There's no other group to put her in.
[01:02:25.260 --> 01:02:26.260]   There's no other group to put her in.
[01:02:26.260 --> 01:02:27.260]   There's no other group to put her in.
[01:02:27.260 --> 01:02:28.260]   There's no other group to put her in.
[01:02:28.260 --> 01:02:29.260]   There's no other group to put her in.
[01:02:29.260 --> 01:02:30.260]   There's no other group to put her in.
[01:02:30.260 --> 01:02:31.260]   There's no other group to put her in.
[01:02:31.260 --> 01:02:32.260]   There's no other group to put her in.
[01:02:32.260 --> 01:02:33.260]   There's no other group to put her in.
[01:02:33.260 --> 01:02:34.260]   There's no other group to put her in.
[01:02:34.260 --> 01:02:35.260]   There's no other group to put her in.
[01:02:35.260 --> 01:02:36.260]   There's no other group to put her in.
[01:02:36.260 --> 01:02:37.260]   There's no other group to put her in.
[01:02:37.260 --> 01:02:39.260]   There's no other group to put her in.
[01:02:39.260 --> 01:02:40.260]   There's no other group to put her in.
[01:02:40.260 --> 01:02:41.260]   There's no other group to put her in.
[01:02:41.260 --> 01:02:42.260]   There's no other group to put her in.
[01:02:42.260 --> 01:02:43.260]   There's no other group to put her in.
[01:02:43.260 --> 01:02:44.260]   There's no other group to put her in.
[01:02:44.260 --> 01:02:45.260]   There's no other group to put her in.
[01:02:45.260 --> 01:02:46.260]   There's no other group to put her in.
[01:02:46.260 --> 01:02:47.260]   There's no other group to put her in.
[01:02:47.260 --> 01:02:48.260]   There's no other group to put her in.
[01:02:48.260 --> 01:02:49.260]   There's no other group to put her in.
[01:02:49.260 --> 01:02:50.260]   There's no other group to put her in.
[01:02:50.260 --> 01:02:51.260]   There's no other group to put her in.
